,BLUEBOOK,TRAVTIME,INCOME,MVR_PTS,AGE,CLM_AMT
2008,17100.0,6.0,54710.0,2.0,60.0,1200.0
2010,9240.0,5.0,29310.0,1.0,40.0,920.0
2014,1500.0,14.0,0.0,1.0,57.0,3235.0
2018,6430.0,52.0,0.0,6.0,47.0,3027.0
2026,5600.0,10.0,10666.0,2.0,39.0,3766.0
2028,8660.0,20.0,0.0,1.0,44.0,1493.0
2032,5300.0,22.0,57684.0,0.0,38.0,8714.0
2035,4270.0,33.0,0.0,5.0,51.0,1488.0
2037,10800.0,21.0,18632.0,3.0,22.0,6407.0
2040,5840.0,39.0,6398.0,4.0,37.0,378.0
2041,6960.0,45.0,54289.0,0.0,41.0,3424.0
2042,13140.0,39.0,30804.0,6.0,39.0,3731.0
2044,11640.0,14.0,37380.0,0.0,64.0,3504.0
2046,7880.0,37.0,28777.0,5.0,35.0,2531.0
2054,14180.0,61.0,56111.0,1.0,56.0,7042.0
2058,12400.0,46.0,72019.0,8.0,37.0,5492.0
2061,17500.0,61.0,18282.0,0.0,51.0,2098.0
2062,12730.0,31.0,71303.0,2.0,41.0,2275.0
2063,1500.0,40.0,20443.0,6.0,66.0,616.0
2073,13220.0,25.0,61618.0,4.0,41.0,5320.0
2075,13290.0,43.0,43539.0,7.0,52.0,4312.0
2082,9170.0,45.0,29250.0,8.0,35.0,4127.0
2084,7960.0,38.0,20950.0,0.0,35.0,7939.0
2087,24690.0,21.0,29161.0,0.0,33.0,5359.0
2091,7640.0,48.0,34368.0,2.0,32.0,6879.0
2093,19210.0,37.0,61159.0,9.0,59.0,2052.0
2101,19120.0,51.0,33056.0,0.0,44.0,5818.0
2102,27710.0,42.0,36332.0,6.0,52.0,4369.0
2105,6300.0,40.0,38027.0,5.0,47.0,1691.0
2107,5080.0,32.0,0.0,2.0,30.0,3274.0
2112,6080.0,44.0,13847.0,0.0,32.0,3559.0
2113,10710.0,36.0,25647.0,2.0,35.0,7123.0
2119,12610.0,33.0,65075.0,5.0,46.0,7135.0
2120,7100.0,42.0,0.0,6.0,56.0,6524.0
2125,7960.0,24.0,64563.0,0.0,37.0,1290.0
2127,9800.0,27.0,21670.0,6.0,42.0,3633.0
2129,17380.0,56.0,32589.0,0.0,49.0,4266.0
2130,5300.0,60.0,0.0,0.0,38.0,1875.0
2132,19900.0,45.0,8408.0,3.0,27.0,4739.0
2144,15340.0,53.0,71667.0,0.0,46.0,2786.0
2146,11940.0,40.0,74246.0,2.0,37.0,313.0
2153,4900.0,57.0,113195.0,0.0,34.0,4975.0
2155,14920.0,23.0,80227.0,2.0,54.0,9540.0
2161,14080.0,16.0,53899.0,1.0,40.0,3261.0
2163,5300.0,42.0,26006.0,0.0,38.0,2855.0
2166,4900.0,39.0,30863.0,1.0,33.0,7088.0
2182,3560.0,19.0,20638.0,0.0,44.0,3369.0
2185,5500.0,44.0,9968.0,4.0,39.0,5816.0
2203,17330.0,40.0,25505.0,1.0,40.0,5493.0
2205,11590.0,27.0,30324.0,5.0,40.0,3000.0
2208,1950.0,50.0,4480.0,4.0,42.0,3044.0
2215,9730.0,63.0,33791.0,5.0,54.0,4147.0
2220,16050.0,43.0,63799.0,3.0,50.0,5459.0
2221,25010.0,34.0,16108.0,0.0,41.0,6123.0
2223,27330.0,33.0,77104.0,0.0,43.0,3925.0
2227,12610.0,73.0,35678.0,0.0,46.0,3570.0
2228,11580.0,31.0,100769.0,4.0,57.0,4373.0
2231,15100.0,41.0,51605.0,5.0,51.0,2950.0
2233,9290.0,44.0,77889.0,0.0,39.0,706.0
2240,16210.0,42.0,63969.0,11.0,59.0,5275.0
2241,7920.0,38.0,0.0,3.0,45.0,5641.0
2245,20800.0,48.0,39645.0,0.0,41.0,1338.0
2256,10560.0,46.0,151225.0,3.0,60.0,2907.0
2259,7100.0,37.0,20986.0,2.0,35.0,2934.0
2262,3860.0,49.0,69434.0,0.0,36.0,5118.0
2272,11680.0,37.0,59800.0,5.0,42.0,5039.0
2275,11640.0,5.0,3005.0,0.0,60.0,2166.0
2278,4500.0,46.0,0.0,1.0,30.0,707.0
2280,13920.0,69.0,68194.0,2.0,50.0,774.0
2281,10650.0,47.0,91450.0,3.0,37.0,6332.0
2285,21460.0,47.0,56582.0,1.0,52.0,3554.0
2289,5600.0,41.0,63989.0,0.0,41.0,3388.0
2293,19400.0,50.0,141969.0,3.0,37.0,5146.0
2295,4500.0,25.0,0.0,3.0,30.0,2668.0
2302,6600.0,22.0,175219.0,0.0,51.0,5349.0
2303,1500.0,55.0,51969.0,0.0,36.0,2532.0
2308,12080.0,27.0,31205.0,0.0,53.0,5667.0
2310,13440.0,35.0,0.0,8.0,36.0,5836.0
2311,12910.0,52.0,68126.0,3.0,46.0,3036.0
2315,4100.0,42.0,0.0,6.0,26.0,3110.0
2317,25920.0,36.0,47456.0,0.0,40.0,1453.0
2320,5410.0,34.0,39144.0,5.0,32.0,1900.0
2333,19950.0,46.0,22626.0,7.0,39.0,5443.0
2334,25510.0,33.0,199866.0,1.0,43.0,4847.0
2347,5490.0,61.0,58991.0,0.0,34.0,7485.0
2351,29330.0,18.0,141546.0,4.0,51.0,1347.0
2353,1500.0,23.0,47797.0,4.0,35.0,3034.0
2354,10700.0,49.0,49021.0,2.0,43.0,4271.0
2362,16720.0,48.0,12824.0,8.0,53.0,6685.0
2367,11020.0,26.0,0.0,1.0,54.0,1037.0
2369,12050.0,33.0,69546.0,1.0,36.0,6386.0
2370,22070.0,42.0,33447.0,0.0,36.0,1990.0
2371,9640.0,19.0,27354.0,2.0,54.0,6208.0
2378,25250.0,50.0,19779.0,2.0,47.0,4903.0
2392,8560.0,31.0,60847.0,5.0,36.0,4296.0
2393,11170.0,45.0,57744.0,3.0,39.0,2777.0
2394,6700.0,38.0,5.0,0.0,52.0,4298.0
2397,15110.0,57.0,79053.0,6.0,57.0,2536.0
2398,28090.0,26.0,48762.0,4.0,41.0,1009.0
2399,7020.0,21.0,102052.0,1.0,39.0,5723.0
2401,15600.0,43.0,71119.0,5.0,45.0,2446.0
2404,19920.0,70.0,146881.0,0.0,51.0,338.0
2407,12340.0,34.0,57410.0,3.0,51.0,2257.0
2410,6830.0,46.0,53293.0,0.0,41.0,2774.0
2416,4200.0,24.0,989.0,3.0,26.0,3997.0
2417,6480.0,25.0,7804.0,2.0,42.0,8496.0
2430,1500.0,53.0,0.0,5.0,41.0,292.0
2440,5300.0,22.0,0.0,8.0,38.0,9388.0
2441,10310.0,24.0,37098.0,2.0,51.0,785.0
2443,4780.0,40.0,11425.0,2.0,31.0,4229.0
2452,10360.0,45.0,42621.0,0.0,46.0,5120.0
2455,28870.0,12.0,147647.0,3.0,40.0,6767.0
2460,6840.0,9.0,24365.0,2.0,29.0,6464.0
2464,23100.0,39.0,53073.0,5.0,43.0,6515.0
2476,22010.0,34.0,71379.0,3.0,35.0,3840.0
2477,10260.0,32.0,37414.0,9.0,49.0,2527.0
2486,19050.0,31.0,83803.0,2.0,43.0,6879.0
2494,9780.0,36.0,26114.0,0.0,51.0,3291.0
2497,12930.0,9.0,63215.0,5.0,44.0,6170.0
2498,5060.0,29.0,35586.0,5.0,42.0,4236.0
2499,9990.0,30.0,14461.0,2.0,27.0,8107.0
2510,22300.0,37.0,29251.0,0.0,37.0,3514.0
2513,27420.0,9.0,102339.0,8.0,60.0,5342.0
2514,10060.0,43.0,26412.0,5.0,46.0,5488.0
2519,9840.0,33.0,83419.0,3.0,37.0,5027.0
2532,5700.0,6.0,80130.0,9.0,42.0,3674.0
2539,17020.0,27.0,98572.0,7.0,46.0,3180.0
2540,15500.0,22.0,80183.0,7.0,37.0,3439.0
2543,3700.0,22.0,0.0,0.0,22.0,5430.0
2546,7500.0,30.0,0.0,4.0,60.0,3736.0
2553,10770.0,22.0,43676.0,3.0,49.0,3140.0
2554,13670.0,25.0,27370.0,3.0,36.0,4482.0
2556,14860.0,22.0,45110.0,0.0,64.0,4278.0
2558,9950.0,48.0,43488.0,4.0,41.0,5576.0
2560,24310.0,43.0,69496.0,0.0,47.0,243.0
2571,16550.0,51.0,51221.0,1.0,45.0,2610.0
2573,1500.0,22.0,6622.0,0.0,32.0,5692.0
2577,27660.0,76.0,96057.0,2.0,49.0,4246.0
2592,7900.0,65.0,40188.0,0.0,64.0,6316.0
2594,6500.0,41.0,27783.0,1.0,50.0,3124.0
2601,24860.0,33.0,104346.0,3.0,51.0,2235.0
2602,15220.0,29.0,96166.0,1.0,41.0,1187.0
2605,11880.0,49.0,47847.0,4.0,56.0,295.0
2606,19680.0,43.0,102765.0,0.0,45.0,1283.0
2607,17360.0,9.0,38453.0,8.0,31.0,4550.0
2617,21420.0,14.0,59233.0,1.0,47.0,4719.0
2618,19330.0,5.0,91924.0,3.0,53.0,3611.0
2619,14690.0,31.0,66817.0,0.0,48.0,4849.0
2620,17000.0,64.0,50009.0,3.0,42.0,7084.0
2624,7310.0,26.0,37388.0,4.0,52.0,1131.0
2629,18090.0,43.0,61696.0,1.0,45.0,4361.0
2630,20330.0,48.0,70851.0,0.0,38.0,596.0
2631,20050.0,43.0,132536.0,0.0,53.0,7990.0
2640,14070.0,33.0,22252.0,1.0,27.0,4446.0
2642,17680.0,36.0,118277.0,1.0,48.0,2115.0
2644,11510.0,50.0,30631.0,5.0,40.0,3007.0
2647,20770.0,22.0,93709.0,0.0,51.0,3725.0
2663,17850.0,40.0,28617.0,5.0,57.0,2551.0
2665,4900.0,34.0,48793.0,0.0,38.0,1206.0
2670,4000.0,10.0,26906.0,8.0,25.0,3748.0
2679,4600.0,47.0,30348.0,4.0,31.0,4125.0
2681,14500.0,57.0,72306.0,0.0,50.0,4519.0
2687,30790.0,46.0,90886.0,1.0,36.0,1760.0
2688,3030.0,20.0,7356.0,0.0,52.0,4370.0
2689,11180.0,20.0,71869.0,7.0,46.0,3993.0
2695,18880.0,23.0,72537.0,3.0,53.0,6804.0
2698,16400.0,24.0,58158.0,0.0,43.0,2660.0
2703,5400.0,44.0,36143.0,0.0,39.0,8843.0
2704,10510.0,22.0,0.0,9.0,34.0,2091.0
2713,8470.0,33.0,58310.0,2.0,35.0,2186.0
2727,5900.0,27.0,0.0,2.0,44.0,4267.0
2730,4900.0,38.0,42025.0,0.0,34.0,2635.0
2742,8510.0,41.0,24139.0,4.0,46.0,3501.0
2751,15820.0,27.0,36141.0,0.0,39.0,4056.0
2753,11120.0,36.0,40363.0,2.0,47.0,3846.0
2756,16800.0,21.0,61749.0,2.0,38.0,6787.0
2758,6080.0,27.0,45819.0,4.0,48.0,4715.0
2759,16780.0,46.0,33274.0,7.0,36.0,810.0
2761,20410.0,52.0,27917.0,3.0,58.0,3776.0
2764,19470.0,15.0,0.0,2.0,39.0,2597.0
2766,12900.0,46.0,35738.0,1.0,37.0,4052.0
2778,20040.0,37.0,57379.0,2.0,42.0,6932.0
2781,8640.0,49.0,37364.0,1.0,34.0,3066.0
2786,23000.0,44.0,128329.0,6.0,49.0,5453.0
2787,1720.0,51.0,2226.0,3.0,26.0,3581.0
2789,12850.0,39.0,51624.0,4.0,46.0,2843.0
2794,3770.0,28.0,27957.0,2.0,27.0,9117.0
2802,9150.0,47.0,108776.0,1.0,47.0,6027.0
2807,9580.0,38.0,16082.0,0.0,45.0,1379.0
2816,25700.0,55.0,21589.0,1.0,41.0,5525.0
2822,9350.0,9.0,60314.0,2.0,41.0,5745.0
2838,2480.0,50.0,9750.0,3.0,58.0,5185.0
2841,9710.0,21.0,37793.0,2.0,33.0,3161.0
2843,8530.0,56.0,34329.0,2.0,36.0,5013.0
2848,7410.0,44.0,33570.0,4.0,39.0,2519.0
2849,22160.0,32.0,95102.0,7.0,37.0,5150.0
2855,4100.0,41.0,0.0,3.0,26.0,3953.0
2858,10060.0,59.0,28629.0,8.0,57.0,5061.0
2860,14340.0,5.0,50401.0,4.0,40.0,3207.0
2863,16940.0,65.0,84438.0,1.0,52.0,2489.0
2866,11240.0,64.0,59395.0,0.0,38.0,1306.0
2871,5500.0,20.0,130381.0,4.0,40.0,2737.0
2873,6000.0,45.0,61094.0,0.0,45.0,2836.0
2882,5600.0,40.0,0.0,5.0,41.0,5387.0
2885,20270.0,52.0,76159.0,1.0,43.0,2506.0
2887,12080.0,53.0,65759.0,0.0,40.0,1155.0
2888,5430.0,32.0,0.0,3.0,33.0,5867.0
2891,15960.0,5.0,39786.0,3.0,36.0,3455.0
2894,8740.0,28.0,17049.0,4.0,55.0,6855.0
2900,18000.0,48.0,62708.0,1.0,34.0,854.0
2905,20840.0,14.0,73121.0,0.0,63.0,4314.0
2909,18070.0,15.0,47042.0,3.0,52.0,531.0
2914,1500.0,35.0,119341.0,1.0,43.0,2360.0
2917,29330.0,29.0,0.0,1.0,37.0,6480.0
2921,21100.0,54.0,83664.0,7.0,33.0,2206.0
2926,9430.0,36.0,56910.0,5.0,48.0,5021.0
2931,21750.0,28.0,140694.0,0.0,53.0,3857.0
2933,20810.0,58.0,127589.0,0.0,54.0,2729.0
2936,6580.0,39.0,0.0,0.0,39.0,1076.0
2941,37670.0,33.0,110128.0,0.0,42.0,6995.0
2946,9830.0,37.0,44293.0,6.0,39.0,8876.0
2948,13390.0,48.0,101859.0,0.0,51.0,4896.0
2949,14760.0,61.0,33519.0,3.0,55.0,2517.0
2950,21200.0,42.0,24177.0,4.0,42.0,2513.0
2954,26790.0,55.0,33635.0,3.0,46.0,3273.0
2957,16310.0,32.0,30033.0,0.0,36.0,4148.0
2962,31210.0,24.0,42304.0,4.0,55.0,1441.0
2964,20570.0,38.0,0.0,2.0,29.0,6647.0
2968,1500.0,30.0,40570.0,2.0,36.0,5211.0
2978,5700.0,36.0,134520.0,2.0,42.0,7801.0
2986,14980.0,24.0,49522.0,0.0,16.0,4566.0
2989,11370.0,29.0,50655.0,3.0,48.0,8727.0
2995,21190.0,37.0,13394.0,0.0,49.0,3667.0
2998,14920.0,51.0,96399.0,1.0,43.0,5005.0
3000,4600.0,49.0,67842.0,0.0,31.0,3005.0
3002,31120.0,47.0,64777.0,3.0,47.0,3456.0
3004,11810.0,55.0,57136.0,7.0,46.0,3261.0
3008,15420.0,52.0,72738.0,8.0,45.0,6978.0
3009,6200.0,31.0,65802.0,0.0,47.0,4933.0
3013,41570.0,56.0,52506.0,4.0,38.0,2297.0
3017,15890.0,49.0,43543.0,3.0,50.0,2665.0
3024,6600.0,43.0,16052.0,0.0,51.0,502.0
3032,24910.0,37.0,91832.0,1.0,34.0,4234.0
3038,7230.0,41.0,73277.0,4.0,50.0,9136.0
3049,24510.0,32.0,53940.0,3.0,41.0,3585.0
3052,10420.0,28.0,49182.0,0.0,40.0,1763.0
3058,28600.0,69.0,57371.0,3.0,41.0,3340.0
3062,21970.0,50.0,144202.0,6.0,60.0,3365.0
3063,5900.0,44.0,0.0,0.0,44.0,4926.0
3065,18050.0,45.0,29020.0,8.0,41.0,3292.0
3074,6600.0,57.0,65678.0,0.0,51.0,978.0
3077,9620.0,40.0,40868.0,1.0,37.0,6780.0
3081,10000.0,38.0,134640.0,3.0,48.0,3901.0
3085,4500.0,55.0,0.0,0.0,30.0,980.0
3088,18730.0,55.0,48780.0,8.0,53.0,7385.0
3092,22070.0,39.0,96011.0,0.0,43.0,6003.0
3095,27520.0,13.0,73574.0,0.0,52.0,4174.0
3096,18910.0,39.0,46061.0,3.0,38.0,5301.0
3102,3520.0,16.0,69245.0,5.0,43.0,4389.0
3103,7640.0,23.0,0.0,0.0,45.0,7136.0
3107,19300.0,41.0,74202.0,4.0,29.0,2574.0
3112,5100.0,47.0,0.0,1.0,36.0,4042.0
3113,11550.0,9.0,58489.0,1.0,42.0,4930.0
3117,12550.0,31.0,189052.0,0.0,53.0,1030.0
3124,10650.0,39.0,23953.0,2.0,33.0,8363.0
3132,4800.0,16.0,0.0,5.0,33.0,4979.0
3139,6190.0,32.0,16715.0,7.0,31.0,2877.0
3140,18020.0,31.0,106161.0,0.0,49.0,5704.0
3141,13200.0,49.0,25570.0,6.0,38.0,5853.0
3142,26180.0,44.0,77631.0,0.0,57.0,6035.0
3144,12270.0,16.0,67700.0,6.0,40.0,6156.0
3148,18420.0,33.0,113522.0,2.0,34.0,5252.0
3152,22930.0,32.0,16641.0,0.0,40.0,4782.0
3157,5800.0,40.0,66613.0,5.0,43.0,864.0
3159,22880.0,14.0,27370.0,0.0,38.0,3075.0
3165,1500.0,54.0,0.0,0.0,22.0,2729.0
3174,6790.0,52.0,19894.0,0.0,33.0,1254.0
3179,22230.0,5.0,77030.0,0.0,43.0,6726.0
3182,9370.0,25.0,25698.0,0.0,53.0,2382.0
3183,8850.0,14.0,42492.0,5.0,31.0,4431.0
3188,23420.0,57.0,64755.0,4.0,36.0,3636.0
3191,5480.0,34.0,14195.0,5.0,31.0,5963.0
3194,21390.0,29.0,0.0,0.0,31.0,4552.0
3196,15960.0,53.0,85596.0,0.0,59.0,2545.0
3198,5480.0,32.0,39833.0,3.0,55.0,3111.0
3202,1500.0,45.0,15732.0,7.0,51.0,4298.0
3203,15360.0,65.0,40685.0,2.0,50.0,4623.0
3209,10100.0,36.0,31212.0,0.0,37.0,2222.0
3211,14650.0,34.0,29080.0,0.0,53.0,2037.0
3216,23710.0,40.0,82971.0,2.0,37.0,4549.0
3228,11700.0,52.0,56006.0,6.0,46.0,6542.0
3229,10460.0,50.0,51620.0,0.0,38.0,3897.0
3230,17290.0,31.0,35916.0,6.0,55.0,6113.0
3237,24890.0,36.0,101636.0,7.0,42.0,7311.0
3239,5100.0,33.0,167971.0,0.0,36.0,5396.0
3243,25640.0,24.0,21651.0,1.0,41.0,4720.0
3252,1770.0,51.0,2726.0,0.0,38.0,7534.0
3257,24730.0,40.0,78850.0,0.0,44.0,3929.0
3265,13030.0,12.0,36179.0,0.0,32.0,4307.0
3279,15110.0,25.0,35262.0,0.0,26.0,8697.0
3293,9390.0,60.0,27788.0,0.0,40.0,5143.0
3298,23210.0,45.0,29412.0,5.0,36.0,2899.0
3304,19970.0,56.0,22632.0,1.0,37.0,4813.0
3305,5920.0,24.0,0.0,3.0,38.0,2827.0
3311,5400.0,27.0,153236.0,1.0,39.0,2424.0
3315,8900.0,22.0,40990.0,0.0,33.0,4729.0
3317,1500.0,18.0,4457.0,4.0,35.0,5583.0
3319,4230.0,12.0,0.0,1.0,42.0,7293.0
3320,11250.0,37.0,52894.0,5.0,61.0,6284.0
3322,15750.0,45.0,99455.0,0.0,43.0,2524.0
3324,6930.0,31.0,25294.0,1.0,29.0,5388.0
3325,13760.0,21.0,35735.0,5.0,56.0,4364.0
3331,1500.0,40.0,0.0,9.0,58.0,5089.0
3336,13460.0,34.0,34408.0,3.0,44.0,3262.0
3338,17450.0,29.0,108309.0,1.0,45.0,5822.0
3339,18240.0,35.0,87333.0,1.0,41.0,4506.0
3343,15570.0,70.0,62378.0,8.0,61.0,3242.0
3344,7130.0,56.0,26315.0,3.0,30.0,3246.0
3354,36440.0,25.0,72665.0,10.0,50.0,3565.0
3355,20800.0,5.0,82791.0,7.0,39.0,3651.0
3357,10700.0,43.0,42408.0,3.0,44.0,1496.0
3359,26980.0,39.0,115308.0,3.0,31.0,6145.0
3360,26570.0,34.0,173557.0,0.0,41.0,6571.0
3362,9610.0,28.0,12825.0,8.0,22.0,3667.0
3364,31540.0,19.0,50762.0,2.0,58.0,4909.0
3365,13070.0,38.0,0.0,0.0,51.0,6581.0
3369,23780.0,24.0,65659.0,5.0,49.0,3930.0
3372,22000.0,50.0,42139.0,2.0,32.0,6597.0
3373,5850.0,44.0,43489.0,4.0,40.0,2598.0
3374,6000.0,24.0,57627.0,6.0,45.0,7407.0
3381,24180.0,34.0,173572.0,5.0,41.0,2723.0
3383,9070.0,28.0,31728.0,5.0,44.0,3136.0
3384,10730.0,35.0,67793.0,2.0,30.0,4517.0
3390,11620.0,33.0,101191.0,1.0,33.0,3807.0
3395,10560.0,19.0,90596.0,0.0,38.0,4018.0
3400,8800.0,38.0,164088.0,8.0,73.0,4805.0
3401,4850.0,54.0,33470.0,4.0,31.0,3146.0
3404,1500.0,43.0,3081.0,0.0,37.0,1245.0
3407,5000.0,50.0,0.0,2.0,35.0,960.0
3417,14670.0,16.0,50603.0,2.0,47.0,1533.0
3422,7940.0,42.0,16034.0,1.0,36.0,4649.0
3424,12090.0,31.0,60281.0,2.0,48.0,1593.0
3425,23590.0,25.0,123062.0,0.0,27.0,3329.0
3434,26940.0,16.0,31713.0,0.0,43.0,4017.0
3435,6900.0,40.0,0.0,2.0,54.0,5982.0
3436,5800.0,47.0,0.0,1.0,42.0,3702.0
3445,16080.0,73.0,57836.0,8.0,53.0,7261.0
3460,19960.0,11.0,137357.0,0.0,52.0,9187.0
3471,10490.0,50.0,61941.0,5.0,28.0,1333.0
3472,48380.0,26.0,119537.0,1.0,59.0,6290.0
3479,31000.0,53.0,123574.0,0.0,49.0,3237.0
3484,12580.0,9.0,6607.0,1.0,33.0,2421.0
3486,14310.0,9.0,72291.0,5.0,53.0,6857.0
3488,3440.0,30.0,0.0,9.0,40.0,3348.0
3493,21620.0,18.0,0.0,3.0,36.0,2327.0
3494,21930.0,64.0,149254.0,5.0,55.0,1850.0
3499,5600.0,39.0,82598.0,2.0,39.0,856.0
3503,27570.0,17.0,97259.0,5.0,67.0,9663.0
3505,5370.0,33.0,38724.0,1.0,51.0,5837.0
3508,23630.0,39.0,155143.0,0.0,44.0,1762.0
3512,1500.0,47.0,46326.0,2.0,52.0,3375.0
3516,14670.0,41.0,44022.0,0.0,56.0,3783.0
3519,6410.0,31.0,0.0,1.0,36.0,1630.0
3525,6620.0,40.0,35586.0,8.0,46.0,5567.0
3530,7060.0,17.0,93766.0,6.0,37.0,1834.0
3531,7400.0,13.0,0.0,1.0,59.0,5850.0
3533,6750.0,27.0,52466.0,3.0,32.0,2940.0
3535,5600.0,31.0,13393.0,5.0,41.0,5588.0
3546,20040.0,39.0,142531.0,2.0,29.0,1042.0
3549,27470.0,21.0,71892.0,6.0,25.0,5173.0
3560,1500.0,25.0,0.0,0.0,33.0,4436.0
3561,17380.0,23.0,0.0,3.0,46.0,1493.0
3562,13800.0,54.0,122772.0,0.0,56.0,3752.0
3563,18430.0,41.0,111655.0,1.0,32.0,3900.0
3567,9800.0,28.0,30047.0,0.0,53.0,2002.0
3568,6180.0,37.0,50556.0,0.0,37.0,3742.0
3576,14250.0,41.0,46458.0,0.0,45.0,2921.0
3578,11170.0,50.0,36302.0,3.0,47.0,4376.0
3581,18150.0,42.0,58247.0,1.0,56.0,4281.0
3585,5990.0,27.0,0.0,0.0,43.0,1431.0
3587,7180.0,15.0,23372.0,0.0,36.0,2722.0
3588,3320.0,20.0,9123.0,0.0,54.0,5509.0
3592,11010.0,59.0,35256.0,3.0,41.0,3183.0
3604,26910.0,41.0,134778.0,3.0,59.0,4276.0
3607,8580.0,35.0,24865.0,4.0,42.0,6050.0
3610,14460.0,43.0,8659.0,0.0,32.0,1398.0
3612,5760.0,68.0,20646.0,11.0,22.0,3225.0
3617,4380.0,11.0,5822.0,8.0,23.0,6188.0
3618,17790.0,51.0,29176.0,0.0,60.0,2132.0
3620,3570.0,51.0,20676.0,0.0,44.0,4961.0
3624,13890.0,19.0,0.0,1.0,43.0,3568.0
3626,15350.0,39.0,96537.0,0.0,42.0,3501.0
3628,18350.0,17.0,214189.0,0.0,49.0,2793.0
3632,17280.0,51.0,63482.0,4.0,52.0,1748.0
3638,4500.0,41.0,27803.0,0.0,30.0,755.0
3640,9670.0,25.0,13544.0,0.0,45.0,3619.0
3642,30190.0,31.0,88887.0,1.0,41.0,1205.0
3648,20040.0,35.0,44830.0,1.0,60.0,3292.0
3653,22410.0,22.0,12158.0,5.0,45.0,3091.0
3664,9150.0,54.0,19483.0,6.0,47.0,6801.0
3683,15050.0,41.0,21746.0,1.0,33.0,3158.0
3685,11610.0,23.0,0.0,5.0,49.0,4052.0
3694,6700.0,46.0,43546.0,0.0,52.0,1145.0
3698,8030.0,58.0,77830.0,0.0,38.0,5064.0
3700,16260.0,22.0,39811.0,3.0,36.0,2557.0
3706,9720.0,52.0,69394.0,0.0,39.0,2474.0
3707,27210.0,53.0,73762.0,4.0,42.0,4847.0
3714,25430.0,25.0,42680.0,0.0,55.0,6325.0
3717,21860.0,5.0,78418.0,0.0,27.0,5374.0
3718,32880.0,33.0,118870.0,0.0,27.0,4032.0
3722,12780.0,37.0,64798.0,5.0,48.0,1870.0
3734,22620.0,30.0,84376.0,7.0,58.0,2478.0
3735,26010.0,11.0,87455.0,0.0,52.0,5250.0
3737,14900.0,28.0,0.0,2.0,49.0,5157.0
3751,6640.0,28.0,20972.0,2.0,27.0,1858.0
3758,3870.0,19.0,12067.0,5.0,33.0,2298.0
3759,18660.0,27.0,15363.0,3.0,34.0,3663.0
3760,10800.0,24.0,1007.0,4.0,60.0,4390.0
3770,21180.0,37.0,46255.0,2.0,35.0,4412.0
3771,6200.0,44.0,52891.0,10.0,47.0,6315.0
3776,15480.0,37.0,75209.0,5.0,45.0,4905.0
3780,11380.0,40.0,23111.0,5.0,61.0,2856.0
3788,19810.0,19.0,71905.0,1.0,43.0,7865.0
3789,20430.0,15.0,0.0,1.0,32.0,1718.0
3794,3640.0,48.0,21357.0,7.0,32.0,2357.0
3799,11360.0,37.0,57615.0,6.0,41.0,5900.0
3806,19880.0,17.0,48819.0,0.0,45.0,3642.0
3811,24650.0,18.0,94116.0,3.0,41.0,3625.0
3814,21100.0,29.0,95811.0,2.0,57.0,3752.0
3819,10550.0,33.0,85729.0,0.0,47.0,878.0
3822,11950.0,5.0,25444.0,5.0,39.0,7628.0
3824,18250.0,31.0,19230.0,1.0,31.0,4036.0
3827,18050.0,35.0,0.0,0.0,50.0,6892.0
3829,9130.0,37.0,42284.0,0.0,34.0,5059.0
3834,5800.0,47.0,0.0,6.0,43.0,991.0
3838,10810.0,49.0,93150.0,2.0,41.0,5579.0
3839,14620.0,52.0,37128.0,0.0,40.0,4080.0
3842,10570.0,15.0,50700.0,0.0,40.0,5674.0
3850,12950.0,33.0,70452.0,3.0,44.0,2240.0
3851,62240.0,41.0,249589.0,0.0,60.0,4104.0
3856,29100.0,40.0,219768.0,5.0,44.0,6916.0
3857,12460.0,30.0,58228.0,0.0,35.0,4522.0
3861,17930.0,35.0,21789.0,0.0,44.0,3694.0
3862,7390.0,26.0,18886.0,2.0,40.0,7205.0
3866,14810.0,28.0,76123.0,0.0,57.0,2870.0
3879,9470.0,18.0,59563.0,0.0,61.0,4447.0
3884,11900.0,11.0,52967.0,1.0,51.0,1937.0
3888,30520.0,45.0,116587.0,6.0,49.0,4431.0
3897,26620.0,19.0,52898.0,6.0,42.0,2040.0
3907,8290.0,22.0,67891.0,0.0,43.0,6570.0
3908,7200.0,21.0,9763.0,0.0,57.0,3294.0
3921,14870.0,52.0,51172.0,2.0,44.0,3040.0
3928,23560.0,51.0,46874.0,0.0,41.0,6295.0
3933,22610.0,38.0,27509.0,10.0,37.0,2932.0
3936,6010.0,66.0,0.0,2.0,34.0,2974.0
3938,5100.0,58.0,35995.0,0.0,46.0,3531.0
3939,24630.0,23.0,5427.0,11.0,24.0,3373.0
3945,7800.0,33.0,0.0,1.0,63.0,3604.0
3947,16350.0,56.0,99488.0,11.0,49.0,4496.0
3949,5600.0,13.0,0.0,0.0,41.0,8193.0
3955,13070.0,25.0,10471.0,3.0,24.0,1631.0
3956,6380.0,22.0,34682.0,0.0,33.0,3269.0
3960,11260.0,51.0,59578.0,0.0,38.0,4566.0
3961,25450.0,16.0,72438.0,0.0,29.0,5257.0
3963,12140.0,50.0,0.0,0.0,45.0,2956.0
3967,12560.0,27.0,46598.0,3.0,64.0,2432.0
3971,5800.0,45.0,0.0,0.0,43.0,5899.0
3972,10060.0,22.0,42554.0,2.0,43.0,2392.0
